"CUSTOMER_ID","NAME","CITY","SIGNUP_DATE","TARIFF_ID"
9118,Metin,BİNGÖL,2026-04-05 00:00:00.000,4
9122,Hülya,ERZURUM,2027-01-12 00:00:00.000,4
9129,Sultan,KIRKLARELİ,2026-05-09 00:00:00.000,4
9133,Yağmur,TEKİRDAĞ,2026-03-11 00:00:00.000,4
9135,Dilek,GAZİANTEP,2027-03-02 00:00:00.000,4
9136,Recep,HAKKARİ,2027-06-04 00:00:00.000,4
9137,Mehmet,NİĞDE,2027-06-09 00:00:00.000,4
9138,Emre,AFYONKARAHİSAR,2027-01-03 00:00:00.000,4
9141,Melek,BİLECİK,2026-01-04 00:00:00.000,4
9147,Fatih,BİTLİS,2027-04-01 00:00:00.000,4
9150,Ayşe,BATMAN,2026-06-01 00:00:00.000,4
9154,Yasin,HAKKARİ,2027-04-09 00:00:00.000,4
9158,Mustafa,SİİRT,2025-08-10 00:00:00.000,4
9159,Merve,BİNGÖL,2026-12-08 00:00:00.000,4
9163,Murat,ISPARTA,2027-04-12 00:00:00.000,4
9165,Adem,BİLECİK,2025-12-05 00:00:00.000,4
9166,Muhammed,KARS,2025-03-09 00:00:00.000,4
9168,Zehra,IĞDIR,2025-08-08 00:00:00.000,4
9176,Metin,SAKARYA,2027-03-06 00:00:00.000,4
9182,Fadime,VAN,2025-07-12 00:00:00.000,4
9183,Sevim,AĞRI,2027-03-05 00:00:00.000,4
9185,Abdullah,ISPARTA,2026-11-06 00:00:00.000,4
9186,Furkan,İZMİR,2025-09-06 00:00:00.000,4
9197,Yasin,İSTANBUL,2026-10-02 00:00:00.000,4
9198,Mehmet,YOZGAT,2026-04-04 00:00:00.000,4
9203,Zeynep,KONYA,2026-09-10 00:00:00.000,4
9212,Serkan,KAYSERİ,2027-04-06 00:00:00.000,4
9214,Dilek,KONYA,2025-04-07 00:00:00.000,4
9218,Aysel,KIRIKKALE,2025-12-11 00:00:00.000,4
9222,Fatma,TOKAT,2027-11-01 00:00:00.000,4
9225,Fatih,MALATYA,2026-04-12 00:00:00.000,4
9227,Ayşe,KIRKLARELİ,2026-01-06 00:00:00.000,4
9228,Ramazan,BALIKESİR,2027-01-11 00:00:00.000,4
9233,Emre,MALATYA,2025-08-06 00:00:00.000,4
9237,Ömer,ZONGULDAK,2026-05-06 00:00:00.000,4
9238,Ali,BİLECİK,2026-11-03 00:00:00.000,4
8927,Hüseyin,HATAY,2025-12-06 00:00:00.000,4
8930,Hülya,RİZE,2027-04-03 00:00:00.000,4
8936,Serkan,ZONGULDAK,2026-03-02 00:00:00.000,4
8946,Ramazan,MERSİN,2026-06-10 00:00:00.000,4
8949,Hatice,VAN,2026-01-04 00:00:00.000,4
8953,Mehmet,ESKİŞEHİR,2026-11-11 00:00:00.000,4
8957,Süleyman,AKSARAY,2028-04-02 00:00:00.000,4
8961,Elif,AMASYA,2025-03-08 00:00:00.000,4
8969,Adem,GÜMÜŞHANE,2025-09-12 00:00:00.000,4
8970,Ahmet,SİVAS,2027-07-01 00:00:00.000,4
8975,Tuğba,KIRŞEHİR,2027-06-04 00:00:00.000,4
8979,Kadir,YOZGAT,2026-03-04 00:00:00.000,4
8981,Zehra,MARDİN,2026-12-05 00:00:00.000,4
8987,İsmail,BAYBURT,2027-02-04 00:00:00.000,4
8999,Yasin,KARABÜK,2026-11-12 00:00:00.000,4
9000,Adem,AKSARAY,2026-10-02 00:00:00.000,4
9005,Fatih,RİZE,2027-07-01 00:00:00.000,4
9007,Furkan,BİNGÖL,2025-06-06 00:00:00.000,4
9013,Zehra,KIRŞEHİR,2026-10-07 00:00:00.000,4
9015,Serkan,ERZİNCAN,2026-08-08 00:00:00.000,4
9017,Hakan,ISPARTA,2026-09-07 00:00:00.000,4
9018,Songül,SİVAS,2026-07-09 00:00:00.000,4
9022,Havva,BAYBURT,2026-04-06 00:00:00.000,4
9023,Ömer,KAHRAMANMARAŞ,2027-02-07 00:00:00.000,4
9025,Zeynep,ISPARTA,2026-02-03 00:00:00.000,4
9029,Kübra,İZMİR,2025-11-08 00:00:00.000,4
9035,Fadime,IĞDIR,2027-03-05 00:00:00.000,4
9038,Fadime,BATMAN,2027-01-02 00:00:00.000,4
9040,Sevim,ERZURUM,2025-07-07 00:00:00.000,4
9042,Aysel,ARTVİN,2026-12-07 00:00:00.000,4
9048,Osman,KOCAELİ,2026-04-11 00:00:00.000,4
9053,Emre,KARS,2025-03-09 00:00:00.000,4
9054,Zeynep,KİLİS,2027-04-08 00:00:00.000,4
9061,Sultan,KİLİS,2025-02-09 00:00:00.000,4
9062,Ahmet,ELAZIĞ,2027-10-01 00:00:00.000,4
9068,Hülya,BURDUR,2026-11-01 00:00:00.000,4
9069,Hatice,KIRKLARELİ,2027-05-12 00:00:00.000,4
9077,Fatih,ŞIRNAK,2027-06-04 00:00:00.000,4
9079,Özlem,BURSA,2027-04-02 00:00:00.000,4
8774,Fatih,ORDU,2025-07-12 00:00:00.000,4
8777,Muhammed,ANTALYA,2025-10-11 00:00:00.000,4
8782,Kübra,IĞDIR,2027-07-08 00:00:00.000,4
8783,Muhammed,GAZİANTEP,2026-04-04 00:00:00.000,4
8785,Kadir,MUŞ,2026-08-11 00:00:00.000,4
8787,Ali,BURSA,2026-10-09 00:00:00.000,4
8790,Abdullah,GAZİANTEP,2026-01-04 00:00:00.000,4
8798,Hatice,KARABÜK,2028-07-03 00:00:00.000,4
8802,Zeynep,GİRESUN,2026-10-07 00:00:00.000,4
8808,Furkan,ZONGULDAK,2026-06-04 00:00:00.000,4
8813,Dilek,NEVŞEHİR,2026-09-02 00:00:00.000,4
8814,Zeynep,KONYA,2027-04-02 00:00:00.000,4
8821,Hakan,BURSA,2026-07-08 00:00:00.000,4
8825,Ayşe,İSTANBUL,2027-01-07 00:00:00.000,4
8827,İbrahim,BARTIN,2026-07-09 00:00:00.000,4
8828,Zeynep,AMASYA,2025-12-12 00:00:00.000,4
8834,Mustafa,KIRKLARELİ,2025-09-12 00:00:00.000,4
8838,Hacer,TUNCELİ,2026-05-12 00:00:00.000,4
8851,Abdullah,OSMANİYE,2026-05-05 00:00:00.000,4
8852,Murat,KOCAELİ,2027-07-01 00:00:00.000,4
8861,Rabia,SİVAS,2026-07-04 00:00:00.000,4
8863,Merve,AĞRI,2026-02-12 00:00:00.000,4
8868,Ramazan,AKSARAY,2027-04-09 00:00:00.000,4
8874,Süleyman,KOCAELİ,2027-03-05 00:00:00.000,4
8877,Furkan,EDİRNE,2025-01-05 00:00:00.000,4
8881,Zeynep,MUŞ,2025-04-07 00:00:00.000,4
8884,Metin,BATMAN,2025-09-04 00:00:00.000,4
8887,Hakan,BİTLİS,2026-06-03 00:00:00.000,4
8888,Enes,BARTIN,2025-11-06 00:00:00.000,4
8895,Tuğba,TRABZON,2025-10-05 00:00:00.000,4
8907,Fadime,DİYARBAKIR,2027-06-06 00:00:00.000,4
8908,Songül,GÜMÜŞHANE,2026-01-10 00:00:00.000,4
8618,Hakan,ERZİNCAN,2026-11-04 00:00:00.000,4
8621,İbrahim,BALIKESİR,2025-08-06 00:00:00.000,4
8622,Hakan,ARTVİN,2026-05-05 00:00:00.000,4
8625,Songül,ADIYAMAN,2027-04-01 00:00:00.000,4
8626,Tuğba,KAYSERİ,2026-11-01 00:00:00.000,4
8631,Sultan,EDİRNE,2026-12-01 00:00:00.000,4
8647,Yasin,ORDU,2026-07-05 00:00:00.000,4
8652,Zehra,SİNOP,2026-03-07 00:00:00.000,4
8655,Abdullah,KAYSERİ,2026-05-03 00:00:00.000,4
8656,Sevim,UŞAK,2026-04-09 00:00:00.000,4
8672,Havva,ADIYAMAN,2027-05-03 00:00:00.000,4
8674,Serkan,BATMAN,2026-09-07 00:00:00.000,4
8676,Mustafa,ŞIRNAK,2025-07-10 00:00:00.000,4
8678,Tuğba,ÇANAKKALE,2026-04-07 00:00:00.000,4
8679,Dilek,HAKKARİ,2025-02-05 00:00:00.000,4
8683,Fatma,ÇANKIRI,2027-07-02 00:00:00.000,4
8686,Kübra,GÜMÜŞHANE,2028-06-01 00:00:00.000,4
8688,Ayşe,VAN,2025-04-05 00:00:00.000,4
8693,Mustafa,SAMSUN,2027-03-05 00:00:00.000,4
8694,Murat,MARDİN,2027-02-03 00:00:00.000,4
8695,Ali,BURDUR,2025-01-10 00:00:00.000,4
8697,Murat,SİVAS,2026-06-08 00:00:00.000,4
8698,Hakan,IĞDIR,2026-09-01 00:00:00.000,4
8705,Melek,GÜMÜŞHANE,2025-02-10 00:00:00.000,4
8710,Özlem,DİYARBAKIR,2027-07-10 00:00:00.000,4
8716,Adem,ANKARA,2027-01-01 00:00:00.000,4
8717,Yağmur,ESKİŞEHİR,2025-05-05 00:00:00.000,4
8721,Hülya,BURDUR,2026-08-09 00:00:00.000,4
8726,Fatih,NİĞDE,2026-11-05 00:00:00.000,4
8727,Kübra,ARTVİN,2025-10-08 00:00:00.000,4
8729,Emre,ADIYAMAN,2025-09-09 00:00:00.000,4
8734,Burak,MARDİN,2026-08-08 00:00:00.000,4
8741,Havva,VAN,2026-09-03 00:00:00.000,4
8746,Havva,KASTAMONU,2026-06-05 00:00:00.000,4
8460,Yasin,BİNGÖL,2026-01-08 00:00:00.000,4
8463,Burak,DENİZLİ,2027-01-11 00:00:00.000,4
8468,Hüseyin,BURDUR,2025-10-06 00:00:00.000,4
8473,Murat,TRABZON,2026-11-06 00:00:00.000,4
8475,Abdullah,ADANA,2025-01-09 00:00:00.000,4
8478,Leyla,NİĞDE,2025-10-11 00:00:00.000,4
8479,Yasemin,BALIKESİR,2027-04-08 00:00:00.000,4
8480,Fatma,DENİZLİ,2025-01-10 00:00:00.000,4
8481,Mahmut,ARTVİN,2027-04-09 00:00:00.000,4
8485,Fatih,TRABZON,2026-10-08 00:00:00.000,4
8487,Serkan,TEKİRDAĞ,2026-09-05 00:00:00.000,4
8493,Ali,GAZİANTEP,2026-08-03 00:00:00.000,4
8499,Yasemin,GİRESUN,2026-03-08 00:00:00.000,4
8501,Sultan,KOCAELİ,2026-09-11 00:00:00.000,4
8505,Zeynep,MUĞLA,2026-04-08 00:00:00.000,4
8506,Ayşe,MUŞ,2027-06-01 00:00:00.000,4
8510,Muhammed,YALOVA,2027-12-02 00:00:00.000,4
8527,Murat,KAHRAMANMARAŞ,2026-01-07 00:00:00.000,4
8528,Sevim,KARAMAN,2028-03-01 00:00:00.000,4
8529,Fatih,MERSİN,2027-06-01 00:00:00.000,4
8536,Aynur,KIRIKKALE,2025-01-06 00:00:00.000,4
8537,Leyla,DÜZCE,2025-03-10 00:00:00.000,4
8541,Metin,ISPARTA,2026-11-01 00:00:00.000,4
8543,Meryem,NİĞDE,2025-04-10 00:00:00.000,4
8547,Hakan,MANİSA,2025-03-05 00:00:00.000,4
8549,Aysel,GÜMÜŞHANE,2025-02-05 00:00:00.000,4
8560,Zehra,HATAY,2026-07-08 00:00:00.000,4
8578,Kübra,ELAZIĞ,2026-12-01 00:00:00.000,4
8583,Süleyman,ANKARA,2026-03-02 00:00:00.000,4
8587,Meryem,ERZURUM,2025-09-09 00:00:00.000,4
8590,Ömer,ERZİNCAN,2025-09-06 00:00:00.000,4
8598,Ayşegül,KARAMAN,2025-03-07 00:00:00.000,4
8604,Songül,BAYBURT,2025-09-09 00:00:00.000,4
8612,Burak,BATMAN,2026-11-11 00:00:00.000,4
8309,Ayşegül,KONYA,2025-09-06 00:00:00.000,4
8312,Yasin,BAYBURT,2025-04-05 00:00:00.000,4
8313,Enes,ARDAHAN,2026-07-05 00:00:00.000,4
8317,Aysel,KAYSERİ,2026-09-02 00:00:00.000,4
8326,Sultan,ELAZIĞ,2026-08-12 00:00:00.000,4
8329,Fatma,IĞDIR,2027-02-07 00:00:00.000,4
8331,Kadir,MUĞLA,2028-04-01 00:00:00.000,4
8332,Mehmet,ESKİŞEHİR,2027-01-02 00:00:00.000,4
8333,Yusuf,BARTIN,2025-11-06 00:00:00.000,4
8334,Aynur,ORDU,2025-07-12 00:00:00.000,4
8341,Büşra,DENİZLİ,2027-02-06 00:00:00.000,4
8348,Zehra,KARAMAN,2027-03-10 00:00:00.000,4
8349,Süleyman,ŞANLIURFA,2025-07-11 00:00:00.000,4
8350,Recep,KARAMAN,2026-05-09 00:00:00.000,4
8352,Ramazan,KARAMAN,2025-09-10 00:00:00.000,4
8353,Meryem,RİZE,2026-01-08 00:00:00.000,4
8357,Adem,BİNGÖL,2026-02-05 00:00:00.000,4
8365,Ayşegül,UŞAK,2026-04-04 00:00:00.000,4
8366,Ahmet,ANKARA,2027-02-01 00:00:00.000,4
8367,Serkan,ARDAHAN,2025-11-05 00:00:00.000,4
8368,Ömer,SİNOP,2028-04-02 00:00:00.000,4
8369,Meryem,OSMANİYE,2026-02-07 00:00:00.000,4
8370,Elif,YALOVA,2026-03-01 00:00:00.000,4
8372,Yasin,ARDAHAN,2025-07-06 00:00:00.000,4
8380,Ayşegül,ZONGULDAK,2027-10-03 00:00:00.000,4
8381,Ahmet,KIRŞEHİR,2025-09-12 00:00:00.000,4
8383,Abdullah,TOKAT,2026-03-02 00:00:00.000,4
8391,Rabia,BİTLİS,2027-05-08 00:00:00.000,4
8397,Hülya,BATMAN,2025-06-08 00:00:00.000,4
8398,Rabia,ARTVİN,2026-04-08 00:00:00.000,4
8400,Hatice,KIRIKKALE,2026-06-03 00:00:00.000,4
8405,Fatih,ERZİNCAN,2025-12-05 00:00:00.000,4
8406,Serkan,İSTANBUL,2025-03-10 00:00:00.000,4
8407,Hasan,ESKİŞEHİR,2026-07-05 00:00:00.000,4
8409,Yasin,HAKKARİ,2025-01-11 00:00:00.000,4
8413,Melek,OSMANİYE,2025-04-05 00:00:00.000,4
8420,İbrahim,ÇANAKKALE,2027-12-03 00:00:00.000,4
8432,Ömer,TRABZON,2027-06-02 00:00:00.000,4
8435,Yasemin,KARAMAN,2026-02-12 00:00:00.000,4
8442,Adem,DİYARBAKIR,2025-08-09 00:00:00.000,4
8443,Furkan,AKSARAY,2025-08-08 00:00:00.000,4
8444,Esra,ORDU,2026-11-04 00:00:00.000,4
8452,Yasemin,TRABZON,2026-03-03 00:00:00.000,4
8149,Rabia,ARTVİN,2026-06-03 00:00:00.000,4
8154,Rabia,AKSARAY,2025-02-10 00:00:00.000,4
8158,Merve,BAYBURT,2025-09-08 00:00:00.000,4
8159,Burak,GAZİANTEP,2026-01-03 00:00:00.000,4
8163,Murat,VAN,2027-05-02 00:00:00.000,4
8164,Yusuf,SİNOP,2026-05-04 00:00:00.000,4
8166,Recep,HAKKARİ,2026-05-04 00:00:00.000,4
8172,Yusuf,ERZİNCAN,2026-11-10 00:00:00.000,4
8173,Recep,AMASYA,2026-08-11 00:00:00.000,4
8183,Özlem,BATMAN,2028-04-01 00:00:00.000,4
8190,Elif,KARAMAN,2026-02-10 00:00:00.000,4
8203,Ayşe,MERSİN,2025-02-07 00:00:00.000,4
8205,Hakan,KARS,2027-01-06 00:00:00.000,4
8207,Yağmur,BALIKESİR,2026-06-01 00:00:00.000,4
8210,Enes,ORDU,2027-02-11 00:00:00.000,4
8211,Serkan,AFYONKARAHİSAR,2025-10-07 00:00:00.000,4
8222,Kübra,AYDIN,2026-07-02 00:00:00.000,4
8223,Havva,ZONGULDAK,2027-12-02 00:00:00.000,4
8225,Esra,VAN,2025-12-08 00:00:00.000,4
8230,Ramazan,AMASYA,2025-04-11 00:00:00.000,4
8238,Ali,AĞRI,2027-06-09 00:00:00.000,4
8239,Burak,TUNCELİ,2027-05-10 00:00:00.000,4
8241,Metin,KARAMAN,2026-01-01 00:00:00.000,4
8242,Elif,TEKİRDAĞ,2026-07-01 00:00:00.000,4
8247,Fadime,KÜTAHYA,2027-04-06 00:00:00.000,4
8248,Adem,GİRESUN,2027-02-06 00:00:00.000,4
8255,Süleyman,BURSA,2026-04-04 00:00:00.000,4
